SpellList;Name;Patch
13654;Formula: Enchant Weapon - Lesser Beastslayer;9
13687;Enchant Boots - Lesser Spirit;9
13688;Formula: Enchant Boots - Lesser Spirit;9
13689;Enchant Shield - Lesser Block;9
13691;Formula: Enchant Shield - Lesser Blocking;9
14379;Golden Rod;9
14381;Golden Rod;9
14809;Lesser Mystic Wand;9
14810;Greater Mystic Wand;9
14811;Lesser Mystic Wand;9
14812;Greater Mystic Wand;9
15714;Increase Spell Dam 22;9
15755;Plans: Hardened Iron Shortsword;9
15806;Attack Power 34;9
17176;Panther Cage Key;9
17403;Pattern: Raptor Hide Belt;9
17404;Pattern: Raptor Hide Belt;9
17436;Schematic: Ice Deflector;9
17747;Increase Fire Dam 23;9
18198;Undead Slayer 66;9
18667;Recipe: Frost Oil;9
19691;Beast Slaying 18;9
2333;Elixir of Lesser Agility;8
2399;Green Woolen Vest;8
2401;Woolen Boots;8
2402;Woolen Cape;8
2403;Gray Woolen Robe;8
2406;Gray Woolen Shirt;8
2411;Pattern: Gray Woolen Robe;8
2421;Green Woolen Vest;8
2422;Woolen Boots;8
2423;Woolen Cape;8
2424;Gray Woolen Shirt;8
2545;Cooked Crab Claw;8
2547;Redridge Goulash;8
2549;Seasoned Wolf Kabob;8
2555;Recipe: Cooked Crab Claw;8
2556;Recipe: Redridge Goulash;8
2558;Recipe: Seasoned Wolf Kabob;8
2665;Coarse Sharpening Stone;8
2673;Silvered Bronze Breastplate;8
2675;Shining Silver Breastplate;8
2746;Coarse Sharpening Stone;8
2753;Shining Silver Breastplate;8
2762;Plans: Silvered Bronze Breastplate;8
2829;Sharpen Blade II;8
2964;Bolt of Woolen Cloth;8
2966;Bolt of Woolen Cloth;8
3113;Enhance Blunt Weapon II;8
3116;Coarse Weightstone;8
3118;Coarse Weightstone;8
3137;Abolish Poison Effect;8
3187;Recipe: Elixir of Lesser Agility;8
3188;Elixir of Ogre's Strength;8
3189;Recipe: Elixir of Ogre's Strength;8
3277;Wool Bandage;8
3278;Heavy Wool Bandage;8
3282;Wool Bandage;8
3283;Heavy Wool Bandage;8
3370;Crocolisk Steak;8
3372;Murloc Fin Soup;8
3381;Recipe: Murloc Fin Soup;8
3757;Woolen Bag;8
3758;Green Woolen Bag;8
3769;Dark Leather Shoulders;8
3770;Toughened Leather Gloves;8
3785;Woolen Bag;8
3794;Toughened Leather Gloves;8
3799;Pattern: Green Woolen Bag;8
3803;Pattern: Dark Leather Shoulders;8
3843;Heavy Woolen Gloves;8
3844;Heavy Woolen Cloak;8
3847;Red Woolen Boots;8
3848;Double-stitched Woolen Shoulders;8
3849;Reinforced Woolen Shoulders;8
3850;Heavy Woolen Pants;8
3851;Phoenix Pants;8
3852;Gloves of Meditation;8
3866;Stylish Red Shirt;8
3868;Phoenix Gloves;8
3879;Heavy Woolen Gloves;8
3881;Double-stitched Woolen Shoulders;8
3882;Heavy Woolen Pants;8
3884;Gloves of Meditation;8
3890;Stylish Red Shirt;8
3895;Pattern: Heavy Woolen Cloak;8
3896;Pattern: Red Woolen Boots;8
3897;Pattern: Reinforced Woolen Shoulders;8
3898;Pattern: Phoenix Pants;8
3905;Pattern: Phoenix Gloves;8
3932;Target Dummy;8
3941;Small Bronze Bomb;8
3942;Whirring Bronze Gizmo;8
3949;Silver-plated Shotgun;8
3952;Minor Recombobulator;8
3954;Moonsight Rifle;8
3995;Target Dummy;8
4003;Small Bronze Bomb;8
4005;Whirring Bronze Gizmo;8
4009;Silver-plated Shotgun;8
4030;Schematic: Moonsight Rifle;8
4066;Small Bronze Bomb;8
4071;Target Dummy;8
5266;Syndicate Disguise;8
5268;Dark Iron Dwarf Disguise;8
5273;Dark Iron Dwarf Disguise;8
5274;Syndicate Disguise;8
6417;Dig Rat Stew;8
6418;Crispy Lizard Tail;8
6428;Recipe: Dig Rat Stew;8
6429;Recipe: Crispy Lizard Tail;8
6458;Ornate Spyglass;8
6459;Ornate Spyglass;8
6499;Boiled Clams;8
6500;Goblin Deviled Clams;8
6501;Clam Chowder;8
6502;Boiled Clams;8
6503;Goblin Deviled Clams;8
6504;Recipe: Clam Chowder;8
6518;Iridescent Hammer;8
6519;Plans: Iridescent Hammer;8
6521;Pearl-clasped Cloak;8
6522;Pearl-clasped Cloak;8
6534;Recipe: Crocolisk Steak;8
6688;Red Woolen Bag;8
6689;Pattern: Red Woolen Bag;8
7133;Fine Leather Pants;8
7134;Pattern: Fine Leather Pants;8
7256;Shadow Protection Potion;8
7261;Recipe: Shadow Protection Potion;8
7396;Fishliver Oil;8
7636;Green Woolen Robe;8
7637;Pattern: Green Woolen Robe;8
7639;Blue Overalls;8
7640;Pattern: Blue Overalls;8
7643;Greater Adept's Robe;8
7644;Pattern: Greater Adept's Robe;8
7669;Bethor's Potion;8
7678;Increase Healing 9;8
7686;Increase Fire Dam 6;8
7688;Increase Fire Dam 9;8
7755;Bristle Whisker Catfish;8
7760;Recipe: Bristle Whisker Catfish;8
7836;Blackmouth Oil;8
7838;Blackmouth Oil;8
7840;Swim Speed;8
7841;Swim Speed Potion;8
7842;Swim Speed Potion;8
7859;Enchant Bracer - Lesser Spirit;8
7860;Formula: Enchant Bracer - Lesser Spirit;8
7867;Enchant Boots - Minor Agility;8
7868;Formula: Enchant Boots - Minor Agility;8
7892;Stylish Blue Shirt;8
7893;Stylish Green Shirt;8
7894;Pattern: Stylish Blue Shirt;8
7895;Pattern: Stylish Green Shirt;8
8089;Aquadynamic Fish Attractor;8
8331;Ez-Thro Dynamite;8
8339;EZ-Thro Dynamite;8
8341;Schematic: EZ-Thro Dynamite;8
8344;Universal Remote;8
8368;Ironforge Gauntlets;8
8371;Ironforge Gauntlets;8
8467;White Woolen Dress;8
8468;White Woolen Dress;8
9139;Attack Power 08;8
9146;Herbalist's Gloves;8
9151;Pattern: Herbalist's Gloves;8
9269;Gnomish Universal Remote;8
9270;Schematic: Gnomish Universal Remote;8
9271;Aquadynamic Fish Attractor;8
9272;Aquadynamic Fish Attractor;8
9329;Attack Power 16;8
9395;Increase Spell Dam 5;8
9400;Increase Fire Dam 13;8
9412;Increase Shadow Dam 11;8
12047;Colorful Kilt;8
12142;Pattern: Colorful Kilt;8
13318;Rend;8
13380;Enchant 2H Weapon - Lesser Spirit;8
13388;Increased Defense;8
13390;Increased Defense;8
13393;Formula: Enchant 2H Weapon - Spirit;8
13419;Enchant Cloak - Minor Agility;8
13420;Formula: Enchant Cloak - Minor Agility;8
13440;Shadow Bolt;8
13442;Firebolt;8
13464;Enchant Shield - Lesser Protection;8
13465;Formula: Enchant Shield - Lesser Protection;8
13480;Shadow Bolt;8
13497;Greater Astral Essence;8
13498;Lesser Astral Essence;8
13536;Enchant Bracer - Lesser Strength;8
13537;Formula: Enchant Bracer - Lesser Strength;8
13620;Enchant Gloves - Fishing;8
13621;Formula: Enchant Gloves - Fishing;8
14253;Abolish Poison;8
16400;Poison;8
16413;Fireball;8
17510;Corruption;8
18078;Rend;8
18202;Rend;8
18205;Shadow Bolt;8
18217;Shadow Bolt;8
18669;Schematic: Minor Recombobulator;8
2158;Fine Leather Boots;7
2165;Medium Armor Kit;7
2166;Toughened Leather Armor;7
2167;Dark Leather Boots;7
2168;Dark Leather Cloak;7
2169;Dark Leather Tunic;7
2173;Pattern: Fine Leather Boots;7
2176;Pattern: Dark Leather Tunic;7
2179;Dark Leather Cloak;7
2180;Toughened Leather Armor;7
2181;Dark Leather Boots;7
2331;Minor Mana Potion;7
2332;Minor Rejuvenation Potion;7
2335;Swiftness Potion;7
2336;Elixir of Tongues;7
2337;Lesser Healing Potion;7
2339;Minor Mana Potion;7
2340;Minor Rejuvenation Potion;7
2341;Lesser Healing Potion;7
2342;Recipe: Elixir of Minor Agility;7
2364;Recipe: Swiftness Potion;7
2365;Recipe: Elixir of Tongues;7
2370;Rejuvenation Potion;7
2396;Green Linen Shirt;7
2418;Green Linen Shirt;7
2543;Westfall Stew;7
2554;Recipe: Westfall Stew;7
2658;Smelt Silver;7
2659;Smelt Bronze;7
2667;Runed Copper Breastplate;7
2668;Rough Bronze Leggings;7
2670;Rough Bronze Cuirass;7
2671;Rough Bronze Bracers;7
2672;Patterned Bronze Bracers;7
2740;Bronze Mace;7
2741;Bronze Axe;7
2742;Bronze Shortsword;7
2749;Rough Bronze Leggings;7
2750;Rough Bronze Cuirass;7
2751;Patterned Bronze Bracers;7
2757;Bronze Mace;7
2758;Bronze Axe;7
2759;Bronze Shortsword;7
2760;Plans: Runed Copper Breastplate;7
2761;Plans: Rough Bronze Bracers;7
2823;Deadly Poison;7
2832;Armor +16;7
2835;Deadly Poison;7
2843;Deadly Poison;7
2884;Medium Armor Kit;7
3171;Elixir of Wisdom;7
3174;Elixir of Poison Resistance;7
3176;Strong Troll's Blood Potion;7
3179;Elixir of Wisdom;7
3182;Recipe: Elixir of Poison Resistance;7
3185;Strong Troll's Blood Potion;7
3230;Elixir of Minor Agility;7
3292;Heavy Copper Broadsword;7
3294;Thick War Axe;7
3295;Deadly Bronze Poniard;7
3296;Heavy Bronze Mace;7
3298;Heavy Copper Broadsword;7
3300;Thick War Axe;7
3301;Heavy Bronze Mace;7
3302;Plans: Deadly Bronze Poniard;7
3304;Smelt Tin;7
3313;Smelt Tin;7
3314;Smelt Bronze;7
3317;Smelt Silver;7
3326;Coarse Grinding Stone;7
3328;Rough Bronze Shoulders;7
3330;Silvered Bronze Shoulders;7
3331;Silvered Bronze Boots;7
3333;Silvered Bronze Gauntlets;7
3344;Coarse Grinding Stone;7
3345;Rough Bronze Shoulders;7
3346;Silvered Bronze Boots;7
3347;Silvered Bronze Gauntlets;7
3351;Plans: Silvered Bronze Shoulders;7
3371;Blood Sausage;7
3382;Recipe: Blood Sausage;7
3447;Healing Potion;7
3458;Healing Potion;7
3491;Big Bronze Knife;7
3516;Big Bronze Knife;7
3762;Hillman's Leather Vest;7
3764;Hillman's Leather Gloves;7
3765;Dark Leather Gloves;7
3766;Dark Leather Belt;7
3767;Hillman's Belt;7
3768;Hillman's Shoulders;7
3790;Hillman's Leather Gloves;7
3792;Dark Leather Belt;7
3793;Hillman's Shoulders;7
3800;Pattern: Hillman's Leather Vest;7
3802;Pattern: Hillman's Belt;7
3817;Cured Medium Hide;7
3819;Cured Medium Hide;7
3841;Green Linen Bracers;7
3877;Green Linen Bracers;7
3929;Coarse Blasting Powder;7
3930;Crafted Heavy Shot;7
3931;Coarse Dynamite;7
3933;Small Seaforium Charge;7
3936;Deadly Blunderbuss;7
3937;Large Copper Bomb;7
3938;Bronze Tube;7
3939;Lovingly Crafted Boomstick;7
3940;Shadow Goggles;7
3956;Green Tinted Goggles;7
3973;Silver Contact;7
3975;Standard Scope;7
3978;Standard Scope;7
3990;Silver Contact;7
3992;Coarse Blasting Powder;7
3993;Crafted Heavy Shot;7
3994;Coarse Dynamite;7
3998;Deadly Blunderbuss;7
3999;Large Copper Bomb;7
4000;Bronze Tube;7
4001;Standard Scope;7
4014;Green Tinted Goggles;7
4027;Schematic: Small Seaforium Charge;7
4028;Schematic: Shadow Goggles;7
4056;Small Seaforium Charge;7
4065;Large Copper Bomb;7
6513;Resist Poison;7
6517;Pearl-handled Dagger;7
6520;Pearl-handled Dagger;7
6614;Cowardly Flight;7
6617;Rage Potion;7
6619;Cowardly Flight Potion;7
6621;Recipe: Rage Potion;7
6623;Recipe: Cowardly Flight Potion;7
6650;Instant Toxin;7
6702;Murloc Scale Belt;7
6703;Murloc Scale Breastplate;7
6706;Pattern: Murloc Scale Belt;7
6707;Pattern: Murloc Scale Breastplate;7
7135;Dark Leather Pants;7
7146;Dark Leather Pants;7
7255;Holy Protection Potion;7
7260;Recipe: Holy Protection Potion;7
7461;Enchant Cloak - Minor Protection;7
7771;Enchant Cloak - Minor Protection;7
7772;Formula: Enchant Cloak - Minor Protection;7
7776;Enchant Chest - Lesser Mana;7
7777;Formula: Enchant Chest - Lesser Mana;7
7782;Enchant Bracer - Minor Strength;7
7783;Formula: Enchant Bracer - Minor Strength;7
7786;Enchant Weapon - Minor Beastslayer;7
7787;Formula: Enchant Weapon - Beastslayer;7
7793;Enchant 2H Weapon - Lesser Intellect;7
7798;Formula: Enchant 2H Weapon - Intellect;7
7817;Rough Bronze Boots;7
7819;Rough Bronze Boots;7
7953;Deviate Scale Cloak;7
7954;Deviate Scale Gloves;7
7955;Deviate Scale Belt;7
7956;Pattern: Deviate Scale Cloak;7
7957;Pattern: Deviate Scale Gloves;7
7958;Pattern: Deviate Scale Belt;7
8240;Elixir of Giant Growth;7
8241;Recipe: Elixir of Giant Growth;7
8322;Moonglow Vest;7
8325;Pattern: Moonglow Vest;7
8334;Practice Lock;7
8336;Practice Lock;7
8367;Ironforge Breastplate;7
8370;Ironforge Breastplate;7
8686;Instant Poison II;7
8687;Instant Poison II;7
8701;Instant Poison;7
9074;Nimble Leather Gloves;7
9075;Nimble Leather Gloves;7
9133;Lockpicking 5;7
9145;Fletcher's Gloves;7
9150;Fletcher's Gloves;7
9155;Pattern: Dark Leather Gloves;7
9985;Bronze Warhammer;7
9986;Bronze Greatsword;7
9987;Bronze Battle Axe;7
9988;Bronze Warhammer;7
9989;Bronze Greatsword;7
9990;Bronze Battle Axe;7
13220;Wound Poison;7
13221;Wound Poison;7
13491;Pummel;7
17433;Schematic: Lovingly Crafted Boomstick;7
109;zzOLDBlur;6
365;zzOLDUndying Strength;6
571;Nullify Disease;6
626;Seal of Might;6
682;zzOLDGnoll Whip;6
834;Lesser Armor;6
835;Tidal Charm;6
842;Ethereal Form;6
890;Renew;6
908;Thunderbolt;6
918;Create Spellstone;6
920;Chain Lightning;6
940;Greater Healing Wave;6
944;Lightning Bolt;6
946;Lightning Shield;6
950;Mind Bomb;6
983;Heal;6
1031;Curse of Weakness;6
1036;zzOLDBlessing of Fury;6
1087;Demon Armor;6
1129;Food;6
1135;Drink;6
1940;Rocket Blast;6
2163;White Leather Jerkin;6
2164;Fine Leather Gloves;6
2174;Pattern: White Leather Jerkin;6
2175;Pattern: Fine Leather Gloves;6
2389;Red Linen Robe;6
2408;Pattern: Red Linen Robe;6
2542;Goretusk Liver Pie;6
2553;Recipe: Goretusk Liver Pie;6
2661;Copper Chain Belt;6
2662;Copper Chain Pants;6
2666;Runed Copper Belt;6
2737;Copper Mace;6
2738;Copper Axe;6
2739;Copper Shortsword;6
2743;Copper Chain Pants;6
2744;Copper Chain Belt;6
2747;Runed Copper Belt;6
2754;Copper Mace;6
2755;Copper Axe;6
2756;Copper Shortsword;6
2795;Beer Basted Boar Ribs;6
2796;Recipe: Beer Basted Boar Ribs;6
2828;Sharpen Blade;6
2831;Armor +8;6
3112;Enhance Blunt Weapon;6
3293;Copper Battle Axe;6
3299;Copper Battle Axe;6
3319;Copper Chain Boots;6
3320;Rough Grinding Stone;6
3321;Copper Chain Vest;6
3323;Runed Copper Gauntlets;6
3324;Runed Copper Pants;6
3325;Gemmed Copper Gauntlets;6
3340;Copper Chain Boots;6
3341;Rough Grinding Stone;6
3342;Runed Copper Gauntlets;6
3343;Runed Copper Pants;6
3349;Plans: Copper Chain Vest;6
3350;Plans: Gemmed Copper Gauntlets;6
3407;Rune of Opening;6
3408;Crippling Poison;6
3420;Crippling Poison;6
3422;Crippling Poison;6
3682;Slow;6
3686;Immolate;6
3752;Shadow Word: Pain;6
3915;Brown Linen Shirt;6
3917;Brown Linen Shirt;6
3974;Crude Scope;6
4054;Rough Dynamite;6
4064;Rough Copper Bomb;6
4170;Cannon Ball;6
4318;Guile of the Raptor;6
4508;Discolored Healing Potion;6
4509;Recipe: Discolored Healing Potion;6
5169;Defias Disguise;6
5198;zzOLDCyclone;6
5244;Kodo Hide Bag;6
5245;Pattern: Kodo Hide Bag;6
5264;South Seas Pirate Disguise;6
5265;Stonesplinter Trogg Disguise;6
5267;Dalaran Wizard Disguise;6
5269;Defias Disguise;6
5270;Stonesplinter Disguise;6
5272;Dalaran Wizard Disguise;6
5275;South Seas Pirate Disguise;6
5304;zzOLDCyclone;6
5391;zzOLDEthereal Form;6
5719;zzOLDGreater Bloodstone Regeneration;6
5761;Mind-numbing Poison;6
5763;Mind-numbing Poison;6
5768;Mind-numbing Poison;6
5909;Watered-down Beer;6
6135;zzOLDFrost Shield;6
6412;Kaldorei Spider Kabob;6
6413;Scorpid Surprise;6
6414;Roasted Kodo Meat;6
6415;Fillet of Frenzy;6
6416;Strider Stew;6
6423;Recipe: Kaldorei Spider Kabob;6
6424;Recipe: Scorpid Surprise;6
6425;Recipe: Roasted Kodo Meat;6
6426;Recipe: Fillet of Frenzy;6
6427;Recipe: Strider Stew;6
6641;Conjure Food;6
6642;Frost Shield;6
6686;Red Linen Bag;6
6687;Pattern: Red Linen Bag;6
7408;Heavy Copper Maul;6
7409;Heavy Copper Maul;6
7443;Enchant Chest - Minor Mana;6
7444;Formula: Enchant Chest - Minor Mana;6
7451;Imbue Chest - Minor Spirit;6
7462;Formula: Imbue Chest - Minor Spirit;6
7629;Red Linen Vest;6
7630;Blue Linen Vest;6
7631;Pattern: Red Linen Vest;6
7632;Pattern: Blue Linen Vest;6
7633;Blue Linen Robe;6
7635;Pattern: Blue Linen Robe;6
7751;Brilliant Smallfish;6
7752;Slitherskin Mackerel;6
7753;Longjaw Mud Snapper;6
7756;Recipe: Brilliant Smallfish;6
7757;Recipe: Slitherskin Mackerel;6
7758;Recipe: Longjaw Mud Snapper;6
7766;Enchant Bracer - Minor Spirit;6
7767;Formula: Enchant Bracer - Minor Spirit;6
7825;Fishing Skill +15;6
7827;Rainbow Fin Albacore;6
7830;Recipe: Rainbow Fin Albacore;6
7863;Enchant Boots - Minor Stamina;6
7864;Formula: Enchant Boots - Minor Stamina;6
7924;First Aid;6
8063;Deviate Fish;6
8213;Cooked Deviate Fish;6
8238;Savory Deviate Delight;6
8239;Recipe: Savory Deviate Delight;6
8366;Ironforge Chain;6
8369;Ironforge Chain;6
8604;Herb Baked Egg;6
8605;Recipe: Herb Baked Egg;6
8607;Smoked Bear Meat;6
8608;Recipe: Smoked Bear Meat;6
8679;Instant Poison;6
8946;Cure Poison;6
8947;Cure Poison;6
9052;Fill Deino's Flask;6
9064;Rugged Leather Pants;6
9067;Pattern: Rugged Leather Pants;6
9082;Create Containment Coffer;6
9092;Flesh Eating Worm;6
9095;Cantation of Manifestation;6
9172;Lift Seal;6
9796;Blight;6
9983;Copper Claymore;6
9984;Copper Claymore;6
10138;Conjure Water;6
10141;Conjure Water;6
10144;Conjure Food;6
10146;Conjure Food;6
10675;Summon Maine Coon;6
12044;Simple Linen Pants;6
12118;Simple Linen Pants;6
13361;Greater Magic Essence;6
13362;Lesser Magic Essence;6
15935;Crispy Bat Wing;6
15936;Recipe: Crispy Bat Wing;6
17469;Pet Stone;6
19512;Apply Salve;6
19564;Draw Water Sample;6
19634;Mana Rejuvenation;6
19903;Expert First Aid;6
246;Slow;5
487;Slow;5
492;zzOLDMana Totem;5
496;Drain Mana;5
519;Ghost Wolf;5
625;Curse of Archimonde;5
632;zzOLDHealing Totem;5
648;zzOLDBlessing of Reckoning;5
691;Summon Felhunter;5
765;zzOLDWater Elemental;5
766;Water Elemental;5
792;Tranquility;5
857;Khadgar's Unlocking;5
870;Renew;5
876;zzOLDAgitating Totem;5
901;zzOLDSpirit Armor;5
902;Spirit Armor;5
924;Molten Blast;5
928;Eye of Kilrogg;5
962;Moonfire;5
973;Holy Protection;5
1007;Inner Fire;5
1025;Corruption;5
1373;Teach Summon Felhunter;5
2458;Berserker Stance;5
2609;Shock;5
2893;Abolish Poison;5
2897;Abolish Poison;5
3066;Arcane Intellect;5
3068;Blizzard;5
3078;zzOLDSerpent Totem;5
3089;Lightning Bolt;5
3093;Seal of Righteousness;5
3099;Detect Lesser Invisibility;5
3213;zzOLDCure Poison;5
3694;Seal of Reckoning;5
3724;Conjure Mana Gem;5
3728;Shock;5
5310;Mark of the Wild;5
5388;zzOLDGhost Wolf;5
5601;zzOLDBlessing of Righteousness;5
6358;Seduction;5
6376;zzOLDHealing Totem;5
6639;Conjure Water;5
6805;Dousing;5
7680;Increase Healing 13;5
7709;Increase Shadow Dam 10;5
7801;Firebolt;5
7805;Blood Pact;5
7810;Torment;5
7815;Lash of Pain;5
8616;Path of the Berserker;5
8699;Unholy Frenzy;5
8712;Summon Felhunter;5
8716;Low Swipe;5
8913;Sacred Cleansing;5
9176;Holy Sunder;5
14548;Increased Frost Resist 08;5
14550;Increased Frost Resist 10;5
14553;Increased Frost Resist 14;5
14590;Increased Fire Resist 10;5
14628;Increased Nature Resist 08;5
14630;Increased Nature Resist 10;5
14635;Increased Nature Resist 14;5
14673;Increased Shadow Resist 10;5
14677;Increased Shadow Resist 14;5
14710;Increased Arcane Resist 08;5
14712;Increased Arcane Resist 10;5
14716;Increased Arcane Resist 14;5
17850;Consume Shadows;5
18091;Arcane Blast;5
20407;Seduction;5
759;Conjure Mana Agate;4
1210;Conjure Mana Agate;4
5206;Plant Seeds;4
5405;Replenish Mana;4
6114;Raptor Punch;4
7517;Increased Defense;4
8736;Conjure Food;4
9141;Attack Power 12;4
10677;Summon Siamese;4
10683;Summon Green Wing Macaw;4
18197;Poison;4
18764;Fungal Regrowth;4
29636;Venom Shot;4
29653;Venom Shot;4
1127;Food;3
1133;Drink;3
5020;Stormstout;3
5021;Trogg Ale;3
5140;Detonate;3
6127;Conjure Water;3
6128;Conjure Water;3
6129;Conjure Food;3
6130;Conjure Food;3
6298;Form of the Moonstalker;3
6405;Furbolg Form;3
6620;Place Toxic Fogger;3
6658;Opening;3
6717;Place Lion Carcass;3
7703;Increase Frost Dam 10;3
9223;Summon Succubus;3
9224;Summon Succubus;3
9396;Increase Spell Dam 6;3
11519;Teach Summon Succubus;3
16072;Purify and Place Food;3
16073;Filling;3
16077;Filling;3
17536;Awaken Kerlonian;3
18077;Poison;3
21078;Conjure Milton (DND);3
94;zzOLDWisdom Aura;2
488;Water Breathing;2
490;Frost Shield;2
491;Khadgar's Unlocking;2
493;Khadgar's Unlocking;2
504;Seal of Protection;2
540;Nullify Disease;2
558;Purge;2
561;Molten Blast;2
566;Lightning Bolt;2
575;Unyielding Will;2
620;Holy Smite;2
654;Fear;2
708;zzOLDSpellstone Purge;2
719;Create Soulstone;2
733;Demon Armor;2
784;Faerie Fire;2
795;Thorns;2
833;Green Tea;2
864;Seal of Righteousness;2
874;Fire Ward;2
900;Molten Blast;2
906;Lightning Shield;2
922;Sense Undead;2
990;Conjure Food;2
1037;Seal of Fury;2
1039;Seal of Salvation;2
1052;zzOLDBlessing of Righteousness;2
1066;Aquatic Form;2
1076;Thorns;2
1150;Mind Vision;2
1251;Conjure Food;2
1446;Aquatic Form;2
2075;Searing Totem;2
2616;zzOLDLightning Storm;2
3067;Blizzard;2
3079;Holy Word: Fortitude;2
3087;Lightning Storm;2
3141;Feather Fall;2
3210;Nullify Disease;2
3229;Quick Bloodlust;2
3713;Seal of Wisdom;2
3723;Frost Ward;2
3727;zzOLDEarthbind Totem;2
3733;Demon Breath;2
3734;Regrowth;2
3742;Static Electricity;2
3748;Holy Word: Shield;2
4960;Create Fervor Potion (New);2
5107;Opening Booty Chest;2
5166;Harvest Silithid Egg;2
5305;Dampen Magic;2
5316;Raptor Feather;2
5320;Echeyakee's Grace;2
5321;Ishamuhale's Rage;2
5325;Strength of Isha Awak;2
5396;Healing Stream Totem;2
5506;Conjure Water;2
5566;Conjure Water;2
5718;zzOLDBloodstone Regeneration;2
5809;Create Scrying Bowl;2
6084;Summon Ghost Saber;2
6134;zzOLDFrost Shield;2
6589;Silithid Swarm;2
6629;Summon Deepmoss Baby;2
7178;Water Breathing;2
7325;zzOLDWisdom Aura;2
7327;Seal of Wisdom;2
7687;Increase Fire Dam 7;2
7707;Increase Shadow Dam 6;2
7737;Food;2
8001;Placing Pendant;2
8199;zzOLDStoneskin Totem;2
8200;zzOLDSearing Totem;2
8898;Sapta Sight;2
8899;Sapta Sight;2
9437;Placing Bear Trap;2
9583;Water Sample;2
9584;Water Sample;2
9586;Water Sample;2
11642;Heal;2
12189;Summon Echeyakee;2
12199;Summon Ishamuhale;2
12684;Kadrak's Flag;2
13714;Create Samophlange Manual;2
14199;Create Samophlange Manual;2
15303;DEBUG Create Samophlange Manual;2
18397;Filling;2
19331;Shadowguard;2
19337;Fear Ward;2
19719;Use Bauble;2
19720;Combine Pendants;2
2894;zzOLDDONOTREUSE;
