PoolList;description;Patch
5551;Mithril Deposit - Searing Gorge - multinodes subzone 5;13
5554;Mithril Deposit - Searing Gorge - multinodes subzone 6;13
5556;Mithril Deposit - Searing Gorge - multinodes subzone 7;13
5558;Mithril Deposit - Searing Gorge - multinodes subzone 7;13
5561;Mithril Deposit - Searing Gorge - multinodes subzone 9;13
5562;Mithril Deposit - Searing Gorge - multinodes subzone 9;13
5563;Mithril Deposit - Searing Gorge - multinodes subzone 9;13
5564;Mithril Deposit - Searing Gorge - multinodes subzone 9;13
5565;Mithril Deposit - Searing Gorge - multinodes subzone 9;13
5567;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5568;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5569;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5570;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5571;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5572;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5573;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5574;Mithril Deposit - Searing Gorge - multinodes subzone 10;13
5576;Mithril Deposit - Searing Gorge - multinodes subzone 11;13
5577;Mithril Deposit - Searing Gorge - multinodes subzone 11;13
5578;Mithril Deposit - Searing Gorge - multinodes subzone 11;13
5579;Mithril Deposit - Searing Gorge - multinodes subzone 11;13
5580;Mithril Deposit - Searing Gorge - multinodes subzone 11;13
5581;Mithril Deposit - Searing Gorge - multinodes subzone 11;13
5582;Mithril Deposit - Searing Gorge - multinodes subzone 11;13
5585;Truesilver Deposit - Searing Gorge - multinodes subzone 13;13
5586;Truesilver Deposit - Searing Gorge - multinodes subzone 13;13
5587;Truesilver Deposit - Searing Gorge - multinodes subzone 13;13
5588;Truesilver Deposit - Searing Gorge - multinodes subzone 13;13
5589;Truesilver Deposit - Searing Gorge - multinodes subzone 13;13
5593;Truesilver Deposit - Searing Gorge - multinodes subzone 14;13
5594;Truesilver Deposit - Searing Gorge - multinodes subzone 14;13
5595;Truesilver Deposit - Searing Gorge - multinodes subzone 14;13
5596;Truesilver Deposit - Searing Gorge - multinodes subzone 14;13
5597;Truesilver Deposit - Searing Gorge - multinodes subzone 14;13
5599;Mithril Deposit - Searing Gorge - multinodes subzone 14;13
5602;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5603;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5604;Mithril Deposit - Searing Gorge - multinodes subzone 15;13
5605;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5606;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5607;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5608;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5609;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5610;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5611;Truesilver Deposit - Searing Gorge - multinodes subzone 15;13
5613;Mithril Deposit - Searing Gorge - multinodes subzone 15;13
5615;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5618;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5619;Mithril Deposit - Searing Gorge - multinodes subzone 17;13
5620;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5621;Mithril Deposit - Searing Gorge - multinodes subzone 17;13
5622;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5623;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5624;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5625;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5626;Truesilver Deposit - Searing Gorge - multinodes subzone 17;13
5630;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5631;Mithril Deposit - Searing Gorge - multinodes subzone 18;13
5632;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5633;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5634;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5635;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5636;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5637;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5638;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5639;Truesilver Deposit - Searing Gorge - multinodes subzone 18;13
5641;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5646;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5647;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5648;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5650;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5651;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5652;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5653;Truesilver Deposit - Searing Gorge - multinodes subzone 19;13
5948;Mineral nodes - Felwood - subzone 35;13
5949;Mineral nodes - Felwood - subzone 36;13
6500;Mineral nodes - Un'Goro Crater - multinodes subzone 32;13
6501;Mineral nodes - Un'Goro Crater - multinodes subzone 32;13
8392;Sungrass - Burning Steppes - subzone 1;13
8396;Sungrass - Burning Steppes - subzone 2;13
8497;Doom Weed - Tirisfal Glades - subzone 4;13
8574;Arthas' Tears - Felwood - subzone 1;13
8575;Gromsblood - Felwood - subzone 1;13
8579;Sungrass - Felwood - subzone 2;13
8580;Arthas' Tears - Felwood - subzone 3;13
8581;Sungrass - Felwood - subzone 3;13
8582;Gromsblood - Felwood - subzone 3;13
8587;Arthas' Tears - Felwood - subzone 4;13
8588;Sungrass - Felwood - subzone 4;13
8589;Gromsblood - Felwood - subzone 4;13
8593;Arthas' Tears - Felwood - subzone 5;13
8594;Sungrass - Felwood - subzone 5;13
8595;Gromsblood - Felwood - subzone 5;13
8599;Arthas' Tears - Felwood - subzone 6;13
8600;Sungrass - Felwood - subzone 6;13
8601;Gromsblood - Felwood - subzone 6;13
8820;Sungrass - Un'Goro Crater - subzone 1;13
8824;Sungrass - Un'Goro Crater - subzone 2;13
8825;Blindweed - Un'Goro Crater - subzone 2;13
8829;Sungrass - Un'Goro Crater - subzone 3;13
8833;Sungrass - Un'Goro Crater - subzone 4;13
8834;Blindweed - Un'Goro Crater - subzone 4;13
15006;Incendia Agave;13
25611;Un'Goro - Green/Red Crystal;13
31188;Burning Steppes - Chest Pool;13
31189;Burning Steppes (Blackrock Stronghold) - Chest Pool;13
31190;Burning Steppes (Dreadmaul Rock) - Chest Pool;13
31191;Burning Steppes (Blackrock Mountain) - Chest Pool;13
31192;Burning Steppes (The Pillar of Ash) - Chest Pool;13
31193;Burning Steppes (Terror Wing Path) - Chest Pool;13
39933;Burning Steppes - Master Chest Pool;13
46301;BRD - Dark Keeper Nameplate;13
46302;BRD - Dark Keeper Nameplate;13
46303;BRD - Dark Keeper Nameplate;13
46304;BRD - Dark Keeper Nameplate;13
46305;BRD - Dark Keeper Nameplate;13
46306;BRD - Dark Keeper Nameplate;13
46307;BRD - Molten War Golem / Panzor the Invincible;13
46308;BRD - Doomforge Arcanasmith/Weapon Technician;13
46309;BRD - Doomforge Arcanasmith/Weapon Technician;13
46310;BRD - Doomforge Arcanasmith/Weapon Technician;13
46311;BRD - Doomforge Arcanasmith/Weapon Technician;13
46312;BRD - Doomforge Arcanasmith/Weapon Technician;13
46313;BRD - Doomforge Arcanasmith/Weapon Technician;13
46314;BRD - Doomforge Arcanasmith/Weapon Technician;13
46315;BRD - Doomforge Arcanasmith/Weapon Technician;13
46316;BRD - Ragereaver Golem/Wrath Hammer Construct;13
46317;BRD - Ragereaver Golem/Wrath Hammer Construct;13
46318;BRD - Ragereaver Golem/Wrath Hammer Construct;13
46319;BRD - Ragereaver Golem/Wrath Hammer Construct;13
46320;BRD - Ragereaver Golem/Wrath Hammer Construct;13
46321;BRD - Ragereaver Golem/Wrath Hammer Construct;13
46322;BRD - Ragereaver Golem/Wrath Hammer Construct;13
46323;BRD - Doomforge Arcanasmith/Weapon Technician;13
46324;BRD - Doomforge Arcanasmith/Weapon Technician;13
46325;BRD - Doomforge Arcanasmith/Weapon Technician;13
46326;BRD - Doomforge Arcanasmith/Weapon Technician;13
46327;BRD - Shadowforge Flame Keeper;13
46328;BRD - Master Dark Keeper Nameplate Pool;13
46329;BRD - Master Ragereaver Golem/Wrath Hammer Construct;13
46330;BRD - Master Ragereaver Golem/Wrath Hammer Construct;13
46351;BRD - Master Dark Iron Deposit (165658) Pool;13
46352;BRD - Blacksmithing Plans (173232);13
1019;Magister Hawkhelm;12
1028;Teremus the Devourer;12
1029;Mojo the Twisted;12
1031;Akubar the Seer;12
1033;Ravage;12
1035;Deatheye;12
1099;Rekk'tilac;12
1101;Faulty War Golem;12
1102;Shleipnarr;12
1104;Highlord Mastrogonde;12
1105;Slave Master Blackheart;12
1113;Sewer Beast;12
1205;Zekkis;12
1213;Master Feardred;12
1216;Ambassador Malcin;12
1811;Azshara - Tablet of Jin'yael (148513);12
1812;Azshara - Tablet of Markri (148514);12
1813;Azshara - Tablet of Sael'hai (148515);12
1814;Azshara - Tablet of Beth'Amara (148516);12
2000;Mineral nodes - Badlands - multinodes subzone 2;12
2001;Mineral nodes - Badlands - multinodes subzone 3;12
2005;Mineral nodes - Badlands - multinodes subzone 8;12
2013;Mineral nodes - Badlands - multinodes subzone 17;12
2019;Mineral nodes - Blasted Lands - multinodes subzone 2;12
2020;Mineral nodes - Blasted Lands - multinodes subzone 3;12
2023;Mineral nodes - Blasted Lands - multinodes subzone 6;12
2024;Mineral nodes - Blasted Lands - multinodes subzone 7;12
2025;Mineral nodes - Blasted Lands - multinodes subzone 8;12
2026;Mineral nodes - Blasted Lands - multinodes subzone 9;12
2027;Mineral nodes - Blasted Lands - multinodes subzone 10;12
2028;Mineral nodes - Blasted Lands - multinodes subzone 12;12
2029;Mineral nodes - Blasted Lands - multinodes subzone 13;12
2030;Mineral nodes - Blasted Lands - multinodes subzone 14;12
2031;Mineral nodes - Blasted Lands - multinodes subzone 15;12
2032;Mineral nodes - Blasted Lands - multinodes subzone 18;12
2033;Mineral nodes - Blasted Lands - multinodes subzone 19;12
2034;Mineral nodes - Blasted Lands - multinodes subzone 20;12
2162;Mineral nodes - Alterac Mountains - multinodes subzone 18;12
2167;Mineral nodes - Alterac Mountains - multinodes subzone 23;12
2283;Mineral nodes - The Hinterlands - multinodes subzone 2;12
2284;Mineral nodes - The Hinterlands - multinodes subzone 3;12
2285;Mineral nodes - The Hinterlands - multinodes subzone 6;12
2286;Mineral nodes - The Hinterlands - multinodes subzone 7;12
2287;Mineral nodes - The Hinterlands - multinodes subzone 8;12
2288;Mineral nodes - The Hinterlands - multinodes subzone 10;12
2289;Mineral nodes - The Hinterlands - multinodes subzone 11;12
2290;Mineral nodes - The Hinterlands - multinodes subzone 12;12
2292;Mineral nodes - The Hinterlands - multinodes subzone 14;12
2293;Mineral nodes - The Hinterlands - multinodes subzone 15;12
2294;Mineral nodes - The Hinterlands - multinodes subzone 16;12
2295;Mineral nodes - The Hinterlands - multinodes subzone 17;12
2297;Mineral nodes - The Hinterlands - multinodes subzone 19;12
2298;Mineral nodes - The Hinterlands - multinodes subzone 22;12
2300;Mineral nodes - The Hinterlands - multinodes subzone 24;12
2301;Mineral nodes - The Hinterlands - multinodes subzone 25;12
2302;Mineral nodes - The Hinterlands - multinodes subzone 27;12
2303;Mineral nodes - The Hinterlands - multinodes subzone 28;12
2305;Mineral nodes - The Hinterlands - multinodes subzone 32;12
2307;Mineral nodes - Searing Gorge - multinodes subzone 5;12
2308;Mineral nodes - Searing Gorge - multinodes subzone 6;12
2309;Mineral nodes - Searing Gorge - multinodes subzone 7;12
2310;Mineral nodes - Searing Gorge - multinodes subzone 9;12
2313;Mineral nodes - Searing Gorge - multinodes subzone 13;12
2314;Mineral nodes - Searing Gorge - multinodes subzone 14;12
2315;Mineral nodes - Searing Gorge - multinodes subzone 15;12
2316;Mineral nodes - Searing Gorge - multinodes subzone 17;12
2317;Mineral nodes - Searing Gorge - multinodes subzone 18;12
2318;Mineral nodes - Searing Gorge - multinodes subzone 19;12
3026;Truesilver Deposit - Badlands - multinodes subzone 2;12
3027;Truesilver Deposit - Badlands - multinodes subzone 2;12
3028;Truesilver Deposit - Badlands - multinodes subzone 2;12
3029;Truesilver Deposit - Badlands - multinodes subzone 2;12
3030;Truesilver Deposit - Badlands - multinodes subzone 2;12
3032;Truesilver Deposit - Badlands - multinodes subzone 3;12
3033;Truesilver Deposit - Badlands - multinodes subzone 3;12
3034;Truesilver Deposit - Badlands - multinodes subzone 3;12
3035;Truesilver Deposit - Badlands - multinodes subzone 3;12
3037;Truesilver Deposit - Badlands - multinodes subzone 5;12
3040;Truesilver Deposit - Badlands - multinodes subzone 6;12
3041;Truesilver Deposit - Badlands - multinodes subzone 6;12
3042;Truesilver Deposit - Badlands - multinodes subzone 6;12
3043;Truesilver Deposit - Badlands - multinodes subzone 6;12
3044;Truesilver Deposit - Badlands - multinodes subzone 6;12
3045;Truesilver Deposit - Badlands - multinodes subzone 6;12
3046;Truesilver Deposit - Badlands - multinodes subzone 6;12
3047;Truesilver Deposit - Badlands - multinodes subzone 6;12
3048;Truesilver Deposit - Badlands - multinodes subzone 6;12
3050;Truesilver Deposit - Badlands - multinodes subzone 6;12
3053;Truesilver Deposit - Badlands - multinodes subzone 7;12
3054;Truesilver Deposit - Badlands - multinodes subzone 7;12
3055;Truesilver Deposit - Badlands - multinodes subzone 7;12
3057;Truesilver Deposit - Badlands - multinodes subzone 7;12
3060;Truesilver Deposit - Badlands - multinodes subzone 8;12
3063;Truesilver Deposit - Badlands - multinodes subzone 9;12
3064;Truesilver Deposit - Badlands - multinodes subzone 9;12
3065;Truesilver Deposit - Badlands - multinodes subzone 9;12
3066;Mithril Deposit - Badlands - multinodes subzone 9;12
3068;Truesilver Deposit - Badlands - multinodes subzone 10;12
3069;Truesilver Deposit - Badlands - multinodes subzone 10;12
3070;Truesilver Deposit - Badlands - multinodes subzone 10;12
3071;Truesilver Deposit - Badlands - multinodes subzone 10;12
3072;Truesilver Deposit - Badlands - multinodes subzone 10;12
3073;Truesilver Deposit - Badlands - multinodes subzone 10;12
3074;Truesilver Deposit - Badlands - multinodes subzone 10;12
3075;Truesilver Deposit - Badlands - multinodes subzone 10;12
3076;Truesilver Deposit - Badlands - multinodes subzone 10;12
3081;Truesilver Deposit - Badlands - multinodes subzone 11;12
3082;Truesilver Deposit - Badlands - multinodes subzone 11;12
3083;Truesilver Deposit - Badlands - multinodes subzone 11;12
3084;Truesilver Deposit - Badlands - multinodes subzone 11;12
3086;Truesilver Deposit - Badlands - multinodes subzone 11;12
3087;Truesilver Deposit - Badlands - multinodes subzone 11;12
3088;Truesilver Deposit - Badlands - multinodes subzone 11;12
3090;Truesilver Deposit - Badlands - multinodes subzone 12;12
3091;Truesilver Deposit - Badlands - multinodes subzone 12;12
3092;Truesilver Deposit - Badlands - multinodes subzone 12;12
3093;Truesilver Deposit - Badlands - multinodes subzone 12;12
3094;Truesilver Deposit - Badlands - multinodes subzone 12;12
3095;Truesilver Deposit - Badlands - multinodes subzone 12;12
3099;Truesilver Deposit - Badlands - multinodes subzone 13;12
3101;Truesilver Deposit - Badlands - multinodes subzone 13;12
3102;Truesilver Deposit - Badlands - multinodes subzone 13;12
3106;Truesilver Deposit - Badlands - multinodes subzone 14;12
3111;Truesilver Deposit - Badlands - multinodes subzone 15;12
3113;Truesilver Deposit - Badlands - multinodes subzone 15;12
3114;Truesilver Deposit - Badlands - multinodes subzone 15;12
3115;Truesilver Deposit - Badlands - multinodes subzone 15;12
3116;Truesilver Deposit - Badlands - multinodes subzone 15;12
3121;Truesilver Deposit - Badlands - multinodes subzone 17;12
3122;Truesilver Deposit - Badlands - multinodes subzone 17;12
3123;Truesilver Deposit - Badlands - multinodes subzone 17;12
3124;Truesilver Deposit - Badlands - multinodes subzone 17;12
3125;Truesilver Deposit - Badlands - multinodes subzone 17;12
3126;Truesilver Deposit - Badlands - multinodes subzone 17;12
3127;Truesilver Deposit - Badlands - multinodes subzone 17;12
3129;Truesilver Deposit - Badlands - multinodes subzone 18;12
3130;Truesilver Deposit - Badlands - multinodes subzone 18;12
3131;Truesilver Deposit - Badlands - multinodes subzone 18;12
3135;Truesilver Deposit - Badlands - multinodes subzone 18;12
3139;Truesilver Deposit - Badlands - multinodes subzone 18;12
3141;Truesilver Deposit - Badlands - multinodes subzone 18;12
3142;Truesilver Deposit - Badlands - multinodes subzone 18;12
3147;Truesilver Deposit - Badlands - multinodes subzone 19;12
3149;Truesilver Deposit - Badlands - multinodes subzone 19;12
3150;Truesilver Deposit - Badlands - multinodes subzone 19;12
3151;Truesilver Deposit - Badlands - multinodes subzone 19;12
3153;Truesilver Deposit - Badlands - multinodes subzone 21;12
3155;Truesilver Deposit - Badlands - multinodes subzone 21;12
3156;Truesilver Deposit - Badlands - multinodes subzone 21;12
3157;Truesilver Deposit - Badlands - multinodes subzone 21;12
3158;Truesilver Deposit - Badlands - multinodes subzone 21;12
3159;Truesilver Deposit - Badlands - multinodes subzone 21;12
3160;Truesilver Deposit - Badlands - multinodes subzone 21;12
3161;Truesilver Deposit - Badlands - multinodes subzone 21;12
3162;Truesilver Deposit - Badlands - multinodes subzone 21;12
3163;Truesilver Deposit - Badlands - multinodes subzone 21;12
3164;Truesilver Deposit - Badlands - multinodes subzone 21;12
3165;Truesilver Deposit - Badlands - multinodes subzone 21;12
3166;Truesilver Deposit - Badlands - multinodes subzone 21;12
3167;Truesilver Deposit - Badlands - multinodes subzone 21;12
3168;Truesilver Deposit - Badlands - multinodes subzone 21;12
3169;Truesilver Deposit - Badlands - multinodes subzone 21;12
3170;Truesilver Deposit - Badlands - multinodes subzone 21;12
