GossipList;;Patch
6044;Hail friend - a moment of your time, if I may...$B$BWe have endured much in our trials and tribulations in establishing Teldrassil.  Were the constant strife of the times not enough, we now find ourselves in a dire shortage of cloth.  If you have the materials to spare, I ask that you please donate them.  You certainly would earn the gratitude of night elves everywhere in helping us out!;23
6059;Lard keep peace here. Lard also sell fish. Want fish?;23
6083;I've got all the cooking supplies you'll ever need, mon!;23
6084;Welcome to Revantusk Village, stranger. I am Primal Torntusk, leader of the Revantusk trolls.;23
6085;If it's broke, Slagtree can fix it!;23
6086;Mystical goods and commodities is my business, stranger.;23
6088;Zul'jin shall return one day, $r. Mark my words. Until then, we all hold our positions and do what we can to keep the forest troll population intact.$B$BWith that said, as master huntsman of Revantusk Village, it is my responsibility to insure that the world around us is safe for habitation.$B$BThe beasts of this area must be kept in check.$B$BAre you looking for work?;23
6092;"I have just completed a new dimensional imploder that will make me rich beyond my wildest goblin dreams!   All I need to do is get a skilled Goblin Engineer to build a dimensional ripper that connects to it and try it! 

It's good to see an engineer brave enough to make the device.   We goblin engineers laugh at danger!";23
6094;"With some of the technology that was recovered by bold gnomes venturing into Gnomeregan, I have managed to construct my greatest invention:  The Matter Transporter!    All I need now is a skilled Gnomish Engineer to build a powerful beacon attuned to the transporter.

If you figure out any way to improve the device let me know!";23
6102;Get the key and unlock these chains! Hitah'ya the Keeper holds it... back of cave... ;23
6141;Zug zug, my friend!  I am Kelm Hargunth, the main supplier for the Warsong Outriders.  As you improve your standing with the Outriders, I will make available to you a fine selection of goods that you can use inside Warsong Gulch.  Should you find yourself in need of item repair, I also provide those services.;23
6142;May the blessings of the night be yours, friend!  I am Illiyana Moonblaze, and I am the main supplier for the Silverwing Sentinels here in Ashenvale.  As you improve your standing with the Sentinels, I will make available to you a fine selection of goods that you can use inside Warsong Gulch.  Should you find yourself in need of item repair, I also provide those services.;23
6261;Come to learn, eh? Well I just might have some work for you, scrub.;23
6262;<Sergeant Stormpike salutes.>$B$BName, rank, and serial number, soldier! That's the only bit of information you'll ever give those dirty Frostwolf dogs!;23
6523;The battle for Warsong Gulch is a battle that we cannot lose.  We fight for our honor and we fight for our land, and no orc or misguided ally will take them from us!;23
6524;It is no easy task to protect the Horde's lumber gathering efforts here in Ashenvale, but we have never shied from battle!  The night elves and their allies will fall!;23
11361;"Maybe this wasn't the best place for a shop after all?

Well hello again, $N!  I don't know how much longer I'm going to keep on trying to set up a shop out in the middle of nowhere.  Still, since you've helped me out in the past, I'll show you some stuff you may find interesting!";23
12293;Welcome to Thorium Point. As Overseer, I'm responsible for all the activities of the Thorium Brotherhood.  While that mainly involves mining, smithing, and some minor guard duty, we've lately become more of a martial organization... out of necessity.;23
5817;There comes a time when the life we know falls short.  We are trapped and look for answers, and we find hope burning in dark places.$B$BOnly then, $N, do we take our first steps to freedom.;22
5818;Do you have any spiders or beetles, $C?  They scurry fast, but if you're faster then you'll find them quite a treat!;22
5824;You are certainly a long way from home, $r.;22
5841;If I am to teach you the secrets of summoning an infernal servant, you must destroy Kroshius and bring me the infernal core from his burning remains. This, however, is not as easy as it sounds. Kroshius has all but burned out completely. You must reignite his corpse and raise him from the rubble. To do this, however, you must gather some components from other demonic entities.$B$BMy imp, Impsy, shall set you on your way.;22
5842;Do not interrupt Niby, fool! I shall rend the flesh from your bones and use your skeletal remains as a coat rack. Now where was I? Oh yes, so, Kroshius lasted nearly ten times longer than any ordinary infernal. I am not sure why but I am confident that with enough study, I could find out.$B$BI need you to recover Kroshius' Infernal Core.;22
5843;There is a powerful infernal named Kroshius northeast of this camp. It is why Niby is here. Kroshius is a greater infernal - an infernal that has lasted longer than expected. You see, nub, an infernal crashes down into the earth with great intensity to serve its master but this intensity fades fast. Once the blazing flames have died down, the infernal crumbles.;22
5844;So you have come to Niby to learn the secrets of calling down an infernal servant from the Nether.$B$BSilence! Niby knows all!$B$BNiby is not so quick to part with such knowledge. First, you must assist Niby with a very important task.;22
5845;Bow in my presence, insect! Surely you can feel the power I hold over you.;22
5868;What a wonderful day to be alive! Look at the beauty that surrounds you, friend. Enjoy what life has to give!;22
5869;*GRRRR* *RUFF* *RUFF*;22
5921;Arr!   There be nothin I like to see better than folks fightin to the death in the arena.   If you be here at the right time maybe you can be one of them!;22
6595;Some call me... Impsy?;22
12861;"You look like you've had your heart broken. Come back when you're not so sad.

I'd talk to you if you smelled better. Cologne would be nice.

What, you don't have a token to give me? Don't you love me?

It looks like you've already found love. You can give me a love token, but I'm not giving you anything nice. I'm waiting for someone special.

Just because it's not my heart doesn't mean it can't be broken.";22
12862;"Just because it's not my heart doesn't mean it can't be broken.

You look like you've had your heart broken. Come back when you're not so sad.

I'd like you better if you would apply some perfume.

What, you don't have a token to give me? Don't you love me?

It looks like you've already found love. You can give me a love token, but I'm not giving you anything nice. I'm waiting for someone special.";22
