CreatureList;name;patch
7550;Wood Frog;24
10360;Kergul Bloodaxe;24
10376;Crystal Fang;24
10378;Omusa Thunderhorn;24
10445;Selina Dourman;24
11583;Nefarian;24
11981;Flamegor;24
11983;Firemaw;24
12017;Broodlord Lashlayer;24
12197;Glordrum Steelbeard;24
12416;Blackwing Legionnaire;24
12420;Blackwing Mage;24
12422;Death Talon Dragonspawn;24
12434;Monster Generator (Blackwing);24
12435;Razorgore the Untamed;24
12457;Blackwing Spellbinder;24
12458;Blackwing Taskmaster;24
12459;Blackwing Warlock;24
12460;Death Talon Wyrmguard;24
12461;Death Talon Overseer;24
12463;Death Talon Flamescale;24
12464;Death Talon Seether;24
12465;Death Talon Wyrmkin;24
12467;Death Talon Captain;24
12468;Death Talon Hatcher;24
12557;Grethok the Controller;24
12999;Blackwing Trigger;24
13020;Vaelastrasz the Corrupt;24
13976;Tortured Drake;24
13996;Blackwing Technician;24
14020;Chromaggus;24
14022;Corrupted Red Whelp;24
14023;Corrupted Green Whelp;24
14024;Corrupted Blue Whelp;24
14025;Corrupted Bronze Whelp;24
14081;Demon Portal;24
14101;Enraged Felguard;24
14261;Blue Drakonid;24
14262;Green Drakonid;24
14263;Bronze Drakonid;24
14264;Red Drakonid;24
14265;Black Drakonid;24
14302;Chromatic Drakonid;24
14347;Highlord Demitrian;24
14348;Earthcaller Franzahl;24
14401;Master Elemental Shaper Krixix;24
14435;Prince Thunderaan;24
14449;Blackwing Orb Trigger;24
14453;Orb of Domination;24
14456;Blackwing Guardsman;24
14459;Nefarian's Troops;24
14601;Ebonroc;24
14605;Bone Construct;24
14668;Corrupted Infernal;24
14822;Sayge;24
14823;Silas Darkmoon;24
14827;Burth;24
14828;Gelvas Grimegate;24
14829;Yebb Neblegear;24
14832;Kerri Hicks;24
14833;Chronos;24
14841;Rinling;24
14842;Melnan Darkstone;24
14843;Kruban Darkblade;24
14844;Sylannia;24
14845;Stamp Thunderhorn;24
14846;Lhara;24
14847;Professor Thaddeus Paleo;24
14849;Darkmoon Faire Carnie;24
14860;Flik;24
14864;Khaz Modan Ram;24
14865;Felinni;24
14866;Flik's Frog;24
14867;Jubjub;24
14868;Hornsley;24
14869;Pygmy Cockatrice;24
14871;Morja;24
14878;Jubling;24
14942;Kartra Bloodsnarl;24
14981;Elfarran;24
14982;Lylandris;24
15218;Faire Cannon Trigger;24
15303;Maxima Blastenheimer;24
15328;Steam Tonk;24
15368;Tonk Mine;24
16604;Blackwing Spell Marker;24
349;Corporal Keeshan;23
603;Grimtooth;23
2225;Zora Guthrek;23
2941;Lanie Reed;23
3305;Grisha;23
3343;Grelkor;23
3625;Rarck;23
4255;Brogus Thunderbrew;23
4257;Lana Thunderbrew;23
4314;Gorkas;23
5134;Jonivera Farmountain;23
5135;Svalbrad Farmountain;23
5139;Kurdrum Barleybeard;23
5360;Deep Strider;23
5361;Wave Strider;23
9318;Incendosaur;23
10364;Yaelika Farclaw;23
10367;Shrye Ragefist;23
10981;Frostwolf;23
10982;Whitewhisker Vermin;23
10983;Winterax Troll;23
10984;Winterax Berserker;23
10986;Snowblind Harpy;23
10987;Irondeep Trogg;23
10990;Alterac Ram;23
10991;Wildpaw Gnoll;23
11600;Irondeep Shaman;23
11602;Irondeep Skullthumper;23
11603;Whitewhisker Digger;23
11604;Whitewhisker Geomancer;23
11605;Whitewhisker Overseer;23
11606;Whitewhisker Tunnel Rat;23
11657;Morloch;23
11675;Snowblind Windcaller;23
11677;Taskmaster Snivvle;23
11678;Snowblind Ambusher;23
11679;Winterax Witch Doctor;23
11837;Wildpaw Shaman;23
11838;Wildpaw Mystic;23
11839;Wildpaw Brute;23
11840;Wildpaw Alpha;23
11946;Drek'Thar;23
11947;Captain Galvangar;23
11948;Vanndar Stormpike;23
11949;Captain Balinda Stonehearth;23
11997;Stormpike Herald;23
11998;Frostwolf Herald;23
12048;Alliance Sentinel;23
12050;Stormpike Defender;23
12051;Frostwolf Legionnaire;23
12052;Frostwolf Warrior;23
12053;Frostwolf Guardian;23
12096;Stormpike Quartermaster;23
12097;Frostwolf Quartermaster;23
12121;Draka;23
12122;Duros;23
12127;Stormpike Guardsman;23
12156;Winterax Axe Thrower;23
12157;Winterax Shadow Hunter;23
12158;Winterax Hunter;23
12159;Korrak the Bloodrager;23
12858;Torek;23
12859;Splintertree Raider;23
12860;Duriel Moonfire;23
12877;Ertog Ragetusk;23
12896;Silverwing Sentinel;23
12897;Silverwing Warrior;23
13078;Umi Thorson;23
13079;Keetar;23
13080;Irondeep Guard;23
13081;Irondeep Raider;23
13086;Aggi Rumblestomp;23
13087;Coldmine Invader;23
13088;Masha Swiftcut;23
13089;Coldmine Guard;23
13096;Coldmine Explorer;23
13097;Coldmine Surveyor;23
13098;Irondeep Surveyor;23
13099;Irondeep Explorer;23
13116;Alliance Spirit Guide;23
13117;Horde Spirit Guide;23
13137;Lieutenant Rugba;23
13138;Lieutenant Spencer;23
13139;Commander Randolph;23
13140;Commander Dardosh;23
13143;Lieutenant Stronghoof;23
13144;Lieutenant Vol'talar;23
13145;Lieutenant Grummus;23
13146;Lieutenant Murp;23
13147;Lieutenant Lewis;23
13149;Syndicate Brigand;23
13150;Syndicate Agent;23
13151;Syndicate Master Ryson;23
13152;Commander Malgor;23
13153;Commander Mulfort;23
13154;Commander Louis Philips;23
13155;Deathstalker Agent;23
13161;Aerie Gryphon;23
13176;Smith Regzar;23
13178;War Rider;23
13179;Wing Commander Guse;23
13180;Wing Commander Jeztor;23
13181;Wing Commander Mulverick;23
13216;Gaelden Hammersmith;23
13217;Thanthaldis Snowgleam;23
13218;Grunnda Wolfheart;23
13219;Jekyll Flandring;23
13221;Ryson's Eye in the Sky;23
13236;Primalist Thurloga;23
13256;Lokholar the Ice Lord;23
13257;Murgot Deepforge;23
13284;Frostwolf Shaman;23
13296;Lieutenant Largent;23
13297;Lieutenant Stouthandle;23
13298;Lieutenant Greywand;23
13299;Lieutenant Lonadin;23
13300;Lieutenant Mancuso;23
13316;Coldmine Peon;23
13317;Coldmine Miner;23
13318;Commander Mortimer;23
13319;Commander Duffy;23
13320;Commander Karl Philips;23
13324;Seasoned Guardsman;23
13325;Seasoned Mountaineer;23
13326;Seasoned Defender;23
13327;Seasoned Sentinel;23
13328;Seasoned Guardian;23
13329;Seasoned Legionnaire;23
13330;Seasoned Warrior;23
13331;Veteran Defender;23
13332;Veteran Guardian;23
13333;Veteran Guardsman;23
13334;Veteran Legionnaire;23
13335;Veteran Mountaineer;23
13336;Veteran Sentinel;23
13337;Veteran Warrior;23
13356;Stormpike Mine Layer;23
13357;Frostwolf Mine Layer;23
13358;Stormpike Bowman;23
13359;Frostwolf Bowman;23
13377;Master Engineer Zinfizzlex;23
13378;Frostwolf Shredder Unit;23
13396;Irondeep Miner;23
13397;Irondeep Peon;23
13416;Stormpike Shredder Unit;23
13419;Ivus the Forest Lord;23
13421;Champion Guardian;23
13422;Champion Defender;23
13424;Champion Guardsman;23
13425;Champion Legionnaire;23
13426;Champion Mountaineer;23
13427;Champion Sentinel;23
13428;Champion Warrior;23
13437;Wing Commander Ichman;23
13438;Wing Commander Slidore;23
13439;Wing Commander Vipore;23
13440;Frostwolf Wolf Rider;23
13441;Frostwolf Wolf Rider Commander;23
13442;Arch Druid Renferal;23
13443;Druid of the Grove;23
13446;Field Marshal Teravaine;23
13447;Corporal Noreg Stormpike;23
13448;Sergeant Yazra Bloodsnarl;23
13449;Warmaster Garrick;23
13516;Frostwolf Outrunner;23
13524;Stormpike Commando;23
13525;Seasoned Commando;23
13526;Veteran Commando;23
13527;Champion Commando;23
13528;Frostwolf Reaver;23
13529;Seasoned Reaver;23
13530;Veteran Reaver;23
13531;Champion Reaver;23
13534;Seasoned Coldmine Guard;23
13535;Veteran Coldmine Guard;23
13536;Champion Coldmine Guard;23
13537;Seasoned Coldmine Surveyor;23
13538;Veteran Coldmine Surveyor;23
13539;Champion Coldmine Surveyor;23
13540;Seasoned Irondeep Explorer;23
13541;Veteran Irondeep Explorer;23
13542;Champion Irondeep Explorer;23
13543;Seasoned Irondeep Raider;23
13544;Veteran Irondeep Raider;23
13545;Champion Irondeep Raider;23
13546;Seasoned Coldmine Explorer;23
13547;Veteran Coldmine Explorer;23
13548;Champion Coldmine Explorer;23
13549;Seasoned Coldmine Invader;23
13550;Veteran Coldmine Invader;23
13551;Champion Coldmine Invader;23
13552;Seasoned Irondeep Guard;23
13553;Veteran Irondeep Guard;23
13554;Champion Irondeep Guard;23
13555;Seasoned Irondeep Surveyor;23
13556;Veteran Irondeep Surveyor;23
13557;Champion Irondeep Surveyor;23
13576;Stormpike Ram Rider;23
13577;Stormpike Ram Rider Commander;23
13597;Frostwolf Explosives Expert;23
13598;Stormpike Explosives Expert;23
13616;Frostwolf Stable Master;23
13617;Stormpike Stable Master;23
13618;Stabled Frostwolf;23
13676;Stabled Alterac Ram;23
13756;PvP Graveyard Credit Marker;23
13776;Corporal Teeka Bloodsnarl;23
13777;Sergeant Durgen Stormpike;23
13778;PvP Tower Credit Marker;23
13796;PvP Mine Credit Marker;23
13797;Mountaineer Boombellow;23
13798;Jotek;23
13816;Prospector Stonehewer;23
13817;Voggah Deathgrip;23
13840;Warmaster Laggrond;23
13841;Lieutenant Haggerdin;23
13842;Frostwolf Ambassador Rokhstrom;23
13843;Lieutenant Rotimer;23
13956;Winterax Mystic;23
13957;Winterax Warrior;23
13958;Winterax Seer;23
13959;Alterac Yeti;23
14026;Trigger Guse;23
14027;Trigger Mulverick;23
14028;Trigger Jeztor;23
14029;Trigger Ichman;23
14030;Trigger Slidore;23
14031;Trigger Vipore;23
14141;Stormpike Reclaimer;23
14142;Frostwolf Reclaimer;23
14185;Najak Hexxen;23
14186;Ravak Grimtotem;23
14187;Athramanis;23
14188;Dirk Swindle;23
14282;Frostwolf Bloodhound;23
14283;Stormpike Owl;23
14284;Stormpike Battleguard;23
14285;Frostwolf Battleguard;23
14621;Overseer Maltorius;23
14622;Thorium Brotherhood Lookout;23
14623;Warsong Gulch Battlemaster;23
14624;Master Smith Burninate;23
14625;Overseer Oilfist;23
14626;Taskmaster Scrange;23
14627;Hansel Heavyhands;23
14628;Evonice Sootsmoker;23
14634;Lookout Captain Lolo Longstriker;23
14637;Zorbin Fandazzle;23
14638;Zapped Wave Strider;23
14639;Zapped Deep Strider;23
14645;Warsong Gulch Herald;23
14661;Stinglasher;23
14715;Silverwing Elite;23
14720;High Overlord Saurfang;23
14721;Field Marshal Afrasiabi;23
14722;Clavicus Knavingham;23
14723;Mistina Steelshield;23
14724;Bubulo Acerbus;23
14725;Raedon Duskstriker;23
14726;Rashona Straglash;23
14727;Vehena;23
14728;Rumstag Proudstrider;23
14729;Ralston Farnsley;23
14730;Revantusk Watcher;23
14731;Lard;23
14733;Sentinel Farsong;23
14734;Revantusk Drummer;23
14736;Primal Torntusk;23
14737;Smith Slagtree;23
14738;Otho Moji'ko;23
14739;Mystic Yayo'jin;23
14740;Katoom the Angler;23
14741;Huntsman Markhor;23
14742;Zap Farflinger;23
14743;Jhordy Lapforge;23
14744;Frostwolf Riding Wolf;23
14745;Stormpike Riding Ram;23
14748;Vilebranch Kidnapper;23
14751;Frostwolf Battle Standard;23
14752;Stormpike Battle Standard;23
14753;Illiyana Moonblaze;23
14754;Kelm Hargunth;23
14757;Elder Torntusk;23
14762;Dun Baldar North Marshal;23
14763;Dun Baldar South Marshal;23
14764;Icewing Marshal;23
14765;Stonehearth Marshal;23
14766;Iceblood Marshal;23
14767;Tower Point Marshal;23
14768;East Frostwolf Marshal;23
14769;West Frostwolf Marshal;23
14770;Dun Baldar North Warmaster;23
14771;Dun Baldar South Warmaster;23
14772;East Frostwolf Warmaster;23
14773;Iceblood Warmaster;23
14774;Icewing Warmaster;23
14775;Stonehearth Warmaster;23
14776;Tower Point Warmaster;23
14777;West Frostwolf Warmaster;23
14781;Captain Shatterskull;23
14943;Guse's War Rider;23
14944;Jeztor's War Rider;23
14945;Mulverick's War Rider;23
14946;Slidore's Gryphon;23
14947;Ichman's Gryphon;23
14948;Vipore's Gryphon;23
15350;Horde Warbringer;23
15351;Alliance Brigadier General;23
15972;Alterac Valley Battlemaster;23
17598;Renn'az;23
659;El Pollo Grande;22
1976;Stormwind City Patroller;22
7322;Riding Tiger (Black);22
9516;Lord Banehollow;22
12777;Captain Dirgehammer;22
12778;Lieutenant Rachel Vaccar;22
12779;Archmage Gaiman;22
12780;Sergeant Major Skyshadow;22
12781;Master Sergeant Biggins;22
12782;Captain O'Neal;22
12783;Lieutenant Karter;22
12784;Lieutenant Jackspring;22
12785;Sergeant Major Clate;22
12786;Guard Quine;22
12787;Guard Hammon;22
12788;Legionnaire Teena;22
12789;Blood Guard Hini'wana;22
12790;Advisor Willington;22
12791;Chieftain Earthbind;22
12792;Lady Palanseer;22
12793;Brave Stonehide;22
12794;Stone Guard Zarg;22
12795;First Sergeant Hola'mahi;22
12796;Raider Bork;22
12797;Grunt Korf;22
12798;Grunt Bek'rah;22
12799;Sergeant Ba'sha;22
12800;Chimaerok;22
12801;Arcane Chimaerok;22
12802;Chimaerok Devourer;22
12803;Lord Lakmaeran;22
12805;Officer Areyn;22
14329;Black War Wolf;22
14330;Black War Raptor;22
14331;Red Skeletal Warhorse;22
14332;Black War Steed;22
14333;Black War Kodo;22
14334;Black Battlestrider;22
14335;Black War Ram;22
14336;Black War Saber;22
14378;Huntress Skymane;22
14379;Huntress Ravenoak;22
14380;Huntress Leafrunner;22
14402;Seeker Cromwell;22
14403;Seeker Nahr;22
14404;Seeker Thompson;22
14423;Officer Jaxon;22
14436;Mor'zul Bloodbringer;22
14437;Gorzeeki Wildeyes;22
14438;Officer Pomeroy;22
14439;Officer Brady;22
14440;Hunter Sagewind;22
14441;Hunter Ragetotem;22
14442;Hunter Thunderhorn;22
14454;The Windreaver;22
14455;Whirling Invader;22
14457;Princess Tempestria;22
14458;Watery Invader;22
14460;Blazing Invader;22
14461;Baron Charr;22
14462;Thundering Invader;22
14463;Daio the Decrepit;22
14464;Avalanchion;22
14465;Alliance Battle Standard;22
14466;Horde Battle Standard;22
14467;Kroshius;22
14469;Niby the Almighty;22
14470;Impsy;22
14471;Setis;22
14472;Gretheer;22
14473;Lapress;22
14474;Zora;22
14475;Rex Ashil;22
14476;Krellack;22
14477;Grubthor;22
14478;Huricanian;22
14479;Twilight Lord Everun;22
14480;Alowicious Czervik;22
14481;Emmithue Smails;22
14482;Xorothian Imp;22
14483;Dread Guard;22
14484;Injured Peasant;22
14485;Plagued Peasant;22
14493;Priest Epic Event Caller;22
14494;Eris Havenfire;22
14500;J'eevee;22
14501;Warlock Mount Ritual Mob Type 3, Infernal (DND);22
14502;Xorothian Dreadsteed;22
14503;The Cleaner;22
14504;Dreadsteed Spirit;22
14505;Riding Horse (Dreadsteed);22
14506;Lord Hel'nurath;22
14508;Short John Mithril;22
14511;Shadowed Spirit;22
14516;Death Knight Darkreaver;22
14522;Ur'dan;22
14523;Ulathek;22
14524;Vartrus the Ancient;22
14525;Stoma the Ancient;22
14526;Hastat the Ancient;22
14527;Simone the Inconspicuous;22
14528;Precious;22
14529;Franklin the Friendly;22
14530;Solenor the Slayer;22
14531;Artorius the Amiable;22
14533;Simone the Seductress;22
14534;Klinfran the Crazed;22
14535;Artorius the Doombringer;22
14536;Nelson the Nice;22
14538;Precious the Devourer;22
14539;Swift Timber Wolf;22
14540;Swift Brown Wolf;22
14541;Swift Gray Wolf;22
14542;Great White Kodo;22
14543;Swift Olive Raptor;22
14544;Swift Orange Raptor;22
14545;Swift Blue Raptor;22
14546;Swift Brown Ram;22
14547;Swift White Ram;22
14548;Swift Gray Ram;22
14549;Great Brown Kodo;22
14550;Great Gray Kodo;22
14551;Swift Yellow Mechanostrider;22
14552;Swift White Mechanostrider;22
14553;Swift Green Mechanostrider;22
14554;Swift Stripped Mechanostrider;22
14555;Swift Mistsaber;22
14556;Swift Frostsaber;22
14557;Swift Dawnsaber;22
14559;Swift Palamino;22
14560;Swift White Steed;22
14561;Swift Brown Steed;22
14564;Terrordale Spirit;22
14566;Ancient Equine Spirit;22
14568;Darkreaver's Fallen Charger;22
14581;Sergeant Thunderhorn;22
14602;Swift Stormsaber;22
14761;Creeping Doom;22
1233;[UNUSED] Shaethis Darkoak;21
1328;Elly Langston;21
1846;High Protector Lorik;21
3500;Tarhus;21
3700;Jadenvis Seawatcher;21
6109;Azuregos;21
11440;Gordok Enforcer;21
11441;Gordok Brute;21
11442;Gordok Mauler;21
11443;Gordok Ogre-Mage;21
11444;Gordok Mage-Lord;21
11445;Gordok Captain;21
11446;Gordok Spirit;21
11447;Mushgog;21
11448;Gordok Warlock;21
11449;[UNUSED] Gordok Battle Mage;21
11450;Gordok Reaver;21
11451;Wildspawn Satyr;21
11452;Wildspawn Rogue;21
11453;Wildspawn Trickster;21
11454;Wildspawn Betrayer;21
11455;Wildspawn Felsworn;21
11456;Wildspawn Shadowstalker;21
11457;Wildspawn Hellcaller;21
11458;Petrified Treant;21
11459;Ironbark Protector;21
11460;Alzzin's Minion;21
11461;Warpwood Guardian;21
11462;Warpwood Treant;21
11464;Warpwood Tangler;21
11465;Warpwood Stomper;21
11466;Highborne Summoner;21
11467;Tsu'zee;21
11469;Eldreth Seether;21
11470;Eldreth Sorcerer;21
11471;Eldreth Apparition;21
11472;Eldreth Spirit;21
11473;Eldreth Spectre;21
11475;Eldreth Phantasm;21
11476;Skeletal Highborne;21
11477;Rotting Highborne;21
11480;Arcane Aberration;21
11483;Mana Remnant;21
11484;Residual Monstrosity;21
11486;Prince Tortheldrin;21
11487;Magister Kalendris;21
11488;Illyanna Ravenoak;21
11489;Tendris Warpwood;21
11490;Zevrim Thornhoof;21
11491;Old Ironbark;21
11492;Alzzin the Wildshaper;21
11494;Alzinn Trigger;21
11496;Immol'thar;21
11497;The Razza;21
11498;Skarr the Unbreakable;21
11501;King Gordok;21
11698;Hive'Ashi Stinger;21
11721;Hive'Ashi Worker;21
11722;Hive'Ashi Defender;21
11723;Hive'Ashi Sandstalker;21
11724;Hive'Ashi Swarmer;21
11725;Hive'Zora Waywatcher;21
11726;Hive'Zora Tunneler;21
11727;Hive'Zora Wasp;21
11728;Hive'Zora Reaver;21
11729;Hive'Zora Hive Sister;21
11730;Hive'Regal Ambusher;21
11731;Hive'Regal Burrower;21
11732;Hive'Regal Spitfire;21
11733;Hive'Regal Slavemaker;21
11734;Hive'Regal Hive Lord;21
12397;Lord Kazzak;21
12418;Gordok Hyena;21
13021;Warpwood Crusher;21
13022;Whip Lasher;21
13036;Gordok Mastiff;21
13160;Carrion Swarmer;21
13196;Phase Lasher;21
13197;Fel Lash;21
13276;Wildspawn Imp;21
13280;Hydrospawn;21
13285;Death Lash;21
13916;Dire Maul Crystal Totem;21
14182;Bounty Hunter Kolark;21
14183;Artilleryman Sheldonore;21
14241;Ironbark the Redeemed;21
14242;[UNUSED] Sulhasa;21
14303;Petrified Guardian;21
14306;Eskhandar;21
14308;Ferra;21
14321;Guard Fengus;21
14322;Stomper Kreeg;21
14323;Guard Slip'kik;21
14324;Cho'Rush the Observer;21
14325;Captain Kromcrush;21
14326;Guard Mol'dar;21
14327;Lethtendris;21
14337;Field Repair Bot 74A;21
14338;Knot Thimblejack;21
14339;Death Howl;21
14340;Alshirr Banebreath;21
14342;Ragepaw;21
14343;Olm the Wise;21
14344;Mongress;21
14345;The Ongar;21
14349;Pimgib;21
14350;Hydroling;21
14351;Gordok Bushwacker;21
14353;Mizzle the Crafty;21
14354;Pusillin;21
14355;Azj'Tordin;21
14358;Shen'dralar Ancient;21
14361;Shen'dralar Wisp;21
14362;Thornling;21
14363;Thief Catcher Shadowdelve;21
14364;Shen'dralar Spirit;21
14365;Thief Catcher Farmountain;21
14366;Warpwood Spores;21
14367;Thief Catcher Thunderbrew;21
14368;Lorekeeper Lydros;21
14369;Shen'dralar Zealot;21
14370;Cadaverous Worm;21
14371;Shen'dralar Provisioner;21
14373;Sage Korolusk;21
14374;Scholar Runethorn;21
14375;Scout Stronghand;21
14376;Scout Manslayer;21
14377;Scout Tharr;21
14381;Lorekeeper Javon;21
14382;Lorekeeper Mykos;21
14383;Lorekeeper Kildrath;21
14386;Wandering Eye of Kilrogg;21
14387;Lothos Riftwaker;21
14389;Netherwalker;21
14391;Dire Maul Reaver Post;21
14394;Major Mattingly;21
14395;Griniblix the Spectator;21
14396;Eye of Immol'thar;21
14397;Mana Burst;21
14398;Eldreth Darter;21
14399;Arcane Torrent;21
14400;Arcane Feedback;21
14689;Mana Elemental;21
15587;Elder Mistwalker;21
15774;Christmas Prince Tortheldrin;21
16032;Falrin Treeshaper;21
1365;Goli Krumn;20
1750;Grand Admiral Jes-Tereth;20
2543;Archmage Ansirem Runeweaver;20
2624;Gazban;20
5353;Itharius;20
5613;Doyo'da;20
5635;Falstad Wildhammer;20
7133;Noxious Horror;20
8116;Ziggle Sparks;20
8117;Wizbang Booms;20
8118;Lillian Singh;20
8121;Jaxxil Sparks;20
8122;Kizzak Sparks;20
9550;Furmund;20
11564;Gizelton Caravan Kodo;20
11625;Cork Gizelton;20
11626;Rigger Gizelton;20
11777;Shadowshard Rumbler;20
11778;Shadowshard Smasher;20
11783;Theradrim Shardling;20
11784;Theradrim Guardian;20
11787;Rock Borer;20
11789;Deep Borer;20
11790;Putridus Satyr;20
11791;Putridus Trickster;20
11792;Putridus Shadowstalker;20
11793;Celebrian Dryad;20
11794;Sister of Celebrian;20
12201;Princess Theradras;20
